"","class","no_pic","t","OTC"
"419","Tom40_Cbp3",5,810,0.999980565
"420","Tom40_Cbp3",5,825,0.999980682
"421","Tom40_Cbp3",5,840,0.999980794
"422","Tom40_Cbp3",5,855,0.999980887
"423","Tom40_Cbp3",5,870,0.999980975
"424","Tom40_Cbp3",5,885,0.999988403
"425","Tom40_Cbp3",5,900,0.999988479
"426","Tom40_Cbp3",5,915,0.999995895
"427","Tom40_Cbp3",5,930,0.999995955
"428","Tom40_Cbp3",5,945,0.999996012
"429","Tom40_Cbp3",5,960,0.999996061
"430","Tom40_Cbp3",5,975,0.999996103
"431","Tom40_Cbp3",5,990,0.999996142
"432","Tom40_Cbp3",5,1005,0.99999617
"433","Tom40_Cbp3",5,1020,0.999996198
"434","Tom40_Cbp3",5,1035,0.999996219
"435","Tom40_Cbp3",5,1050,0.999996236
"436","Tom40_Cbp3",5,1065,1
"437","Tom40_Cbp3",5,1080,1
"438","Tom40_Cbp3",5,1095,1
"439","Tom40_Cbp3",5,1110,1
"440","Tom40_Cbp3",5,1125,1
"441","Tom40_Cbp3",5,1140,1
"442","Tom40_Cbp3",5,1155,1
"443","Tom40_Cbp3",5,1170,1
"444","Tom40_Cbp3",5,1185,1
"445","Tom40_Cbp3",5,1200,1
"446","Tom40_Cbp3",5,1215,1
"447","Tom40_Cbp3",5,1230,1
"448","Tom40_Cbp3",5,1245,1
"449","Tom40_Cbp3",5,1260,1
"450","Tom40_Cbp3",5,1275,1
"451","Tom40_Cbp3",5,1290,1
"452","Tom40_Cbp3",5,1305,1
"453","Tom40_Cbp3",5,1320,1
"454","Tom40_Cbp3",5,1335,1
"455","Tom40_Cbp3",5,1350,1
"456","Tom40_Cbp3",6,0,0.014881574
"457","Tom40_Cbp3",6,15,0.073367028
"458","Tom40_Cbp3",6,30,0.160937049
"459","Tom40_Cbp3",6,45,0.286045987
"460","Tom40_Cbp3",6,60,0.364238858
"461","Tom40_Cbp3",6,75,0.451115257
"462","Tom40_Cbp3",6,90,0.521163436
"463","Tom40_Cbp3",6,105,0.586583813
"464","Tom40_Cbp3",6,120,0.652529724
"465","Tom40_Cbp3",6,135,0.694267572
"466","Tom40_Cbp3",6,150,0.733138067
"467","Tom40_Cbp3",6,165,0.752750044
"468","Tom40_Cbp3",6,180,0.769541441
"469","Tom40_Cbp3",6,195,0.802057873
"470","Tom40_Cbp3",6,210,0.827945215
"471","Tom40_Cbp3",6,225,0.865673214
"472","Tom40_Cbp3",6,240,0.8788585
"473","Tom40_Cbp3",6,255,0.886200577
"474","Tom40_Cbp3",6,270,0.890289266
"475","Tom40_Cbp3",6,285,0.892734978
"476","Tom40_Cbp3",6,300,0.896019198
"477","Tom40_Cbp3",6,315,0.897108972
"478","Tom40_Cbp3",6,330,0.897561059
"479","Tom40_Cbp3",6,345,0.898090307
"480","Tom40_Cbp3",6,360,0.898351058
"481","Tom40_Cbp3",6,375,0.898555394
"482","Tom40_Cbp3",6,390,0.898722905
"483","Tom40_Cbp3",6,405,0.899063239
"484","Tom40_Cbp3",6,420,0.899405538
"485","Tom40_Cbp3",6,435,0.899573368
"486","Tom40_Cbp3",6,450,0.89993025
"487","Tom40_Cbp3",6,465,0.900264244
"488","Tom40_Cbp3",6,480,0.900672525
"489","Tom40_Cbp3",6,495,0.901208261
"490","Tom40_Cbp3",6,510,0.901762263
"491","Tom40_Cbp3",6,525,0.902387131
"492","Tom40_Cbp3",6,540,0.903558606
"493","Tom40_Cbp3",6,555,0.905198644
"494","Tom40_Cbp3",6,570,0.906424904
"495","Tom40_Cbp3",6,585,0.908481212
"496","Tom40_Cbp3",6,600,0.911803624
"497","Tom40_Cbp3",6,615,0.916483566
"498","Tom40_Cbp3",6,630,0.921259233
"499","Tom40_Cbp3",6,645,0.926504431
"500","Tom40_Cbp3",6,660,0.931659718
"501","Tom40_Cbp3",6,675,0.937953499
"502","Tom40_Cbp3",6,690,0.942035794
"503","Tom40_Cbp3",6,705,0.945715301
"504","Tom40_Cbp3",6,720,0.947826865
"505","Tom40_Cbp3",6,735,0.950606882
"506","Tom40_Cbp3",6,750,0.953198157
"507","Tom40_Cbp3",6,765,0.956797357
"508","Tom40_Cbp3",6,780,0.960943483
"509","Tom40_Cbp3",6,795,0.965343684
"510","Tom40_Cbp3",6,810,0.970134697
"511","Tom40_Cbp3",6,825,0.975358527
"512","Tom40_Cbp3",6,840,0.980145139
"513","Tom40_Cbp3",6,855,0.989075967
"514","Tom40_Cbp3",6,870,0.997779011
"515","Tom40_Cbp3",6,885,0.9997866
"516","Tom40_Cbp3",6,900,1
"517","Tom40_Cbp3",6,915,1
"518","Tom40_Cbp3",6,930,1
"519","Tom40_Cbp3",6,945,1
"520","Tom40_Cbp3",6,960,1
"521","Tom40_Cbp3",6,975,1
"522","Tom40_Cbp3",6,990,1
"523","Tom40_Cbp3",6,1005,1
"524","Tom40_Cbp3",6,1020,1
"525","Tom40_Cbp3",6,1035,1
"526","Tom40_Cbp3",6,1050,1
"527","Tom40_Cbp3",6,1065,1
"528","Tom40_Cbp3",6,1080,1
"529","Tom40_Cbp3",6,1095,1
"530","Tom40_Cbp3",6,1110,1
"531","Tom40_Cbp3",6,1125,1
"532","Tom40_Cbp3",6,1140,1
"533","Tom40_Cbp3",6,1155,1
"534","Tom40_Cbp3",6,1170,1
"535","Tom40_Cbp3",6,1185,1
"536","Tom40_Cbp3",6,1200,1
"537","Tom40_Cbp3",6,1215,1
"538","Tom40_Cbp3",6,1230,1
"539","Tom40_Cbp3",6,1245,1
"540","Tom40_Cbp3",6,1260,1
"541","Tom40_Cbp3",6,1275,1
"542","Tom40_Cbp3",6,1290,1
"543","Tom40_Cbp3",6,1305,1
"544","Tom40_Cbp3",6,1320,1
"545","Tom40_Cbp3",6,1335,1
"546","Tom40_Cbp3",6,1350,1
"547","Tom40_Cbp3",7,0,0.007159329
"548","Tom40_Cbp3",7,15,0.028191238
"549","Tom40_Cbp3",7,30,0.06278183
"550","Tom40_Cbp3",7,45,0.13029614
"551","Tom40_Cbp3",7,60,0.202360038
"552","Tom40_Cbp3",7,75,0.273673353
"553","Tom40_Cbp3",7,90,0.335855526
"554","Tom40_Cbp3",7,105,0.411954825
"555","Tom40_Cbp3",7,120,0.518919917
"556","Tom40_Cbp3",7,135,0.618216334
"557","Tom40_Cbp3",7,150,0.703315629
"558","Tom40_Cbp3",7,165,0.772065247
"559","Tom40_Cbp3",7,180,0.828669481
"560","Tom40_Cbp3",7,195,0.879352754
"561","Tom40_Cbp3",7,210,0.904479594
"562","Tom40_Cbp3",7,225,0.914394385
"563","Tom40_Cbp3",7,240,0.920274461
"564","Tom40_Cbp3",7,255,0.924681793
"565","Tom40_Cbp3",7,270,0.930531835
"566","Tom40_Cbp3",7,285,0.935624211
"567","Tom40_Cbp3",7,300,0.941717608
"568","Tom40_Cbp3",7,315,0.944561733
"569","Tom40_Cbp3",7,330,0.948937327
"570","Tom40_Cbp3",7,345,0.952808692
"571","Tom40_Cbp3",7,360,0.957507056
"572","Tom40_Cbp3",7,375,0.96334342
"573","Tom40_Cbp3",7,390,0.968584966
"574","Tom40_Cbp3",7,405,0.973264013
"575","Tom40_Cbp3",7,420,0.977134363
"576","Tom40_Cbp3",7,435,0.981066204
"577","Tom40_Cbp3",7,450,0.985660594
"578","Tom40_Cbp3",7,465,0.989032655
"579","Tom40_Cbp3",7,480,0.992288561
"580","Tom40_Cbp3",7,495,0.993656703
"581","Tom40_Cbp3",7,510,0.994660596
"582","Tom40_Cbp3",7,525,0.995200167
"583","Tom40_Cbp3",7,540,0.99566999
"584","Tom40_Cbp3",7,555,0.996923129
"585","Tom40_Cbp3",7,570,0.998266049
"586","Tom40_Cbp3",7,585,0.99902376
"587","Tom40_Cbp3",7,600,0.999803732
"588","Tom40_Cbp3",7,615,0.99990151
"589","Tom40_Cbp3",7,630,1
