"","x"
"shape26","19"
"shape27","19"
"shape28","19"
"shape29","19"
"shape30","19"
"shape31","19"
"shape32","19"
"shape33","19"
"shape34","19"
"shape35","19"
"shape36","19"
"linetype1","solid"
"linetype2","solid"
"linetype3","solid"
"linetype4","solid"
"linetype5","solid"
"linetype6","solid"
"linetype7","solid"
"linetype8","solid"
"linetype9","solid"
"linetype10","solid"
"linetype11","solid"
"linetype12","solid"
"linetype13","solid"
"linetype14","solid"
"linetype15","solid"
"linetype16","solid"
"linetype17","solid"
"linetype18","solid"
"linetype19","solid"
"linetype20","solid"
"linetype21","solid"
"linetype22","solid"
"linetype23","solid"
"linetype24","solid"
"linetype25","solid"
"linetype26","solid"
"linetype27","solid"
"linetype28","solid"
"linetype29","solid"
"linetype30","solid"
"linetype31","solid"
"linetype32","solid"
"linetype33","solid"
"linetype34","solid"
"linetype35","solid"
"linetype36","solid"
