"","class","no_pic","t","OTC"
"792","2D",9,945,1
"793","2D",9,960,1
"794","2D",9,975,1
"795","2D",9,990,1
"796","2D",9,1005,1
"797","2D",9,1020,1
"798","2D",9,1035,1
"799","2D",9,1050,1
"800","2D",9,1065,1
"801","2D",9,1080,1
"802","2D",9,1095,1
"803","2D",9,1110,1
"804","2D",9,1125,1
"805","2D",9,1140,1
"806","2D",9,1155,1
"807","2D",9,1170,1
"808","2D",9,1185,1
"809","2D",9,1200,1
"810","2D",9,1215,1
"811","2D",9,1230,1
"812","2D",9,1245,1
"813","2D",9,1260,1
"814","2D",9,1275,1
"815","2D",9,1290,1
"816","2D",9,1305,1
"817","2D",9,1320,1
"818","2D",9,1335,1
"819","2D",9,1350,1
"820","2D",10,0,0.011538844
"821","2D",10,15,0.045466175
"822","2D",10,30,0.098366072
"823","2D",10,45,0.19650555
"824","2D",10,60,0.311390416
"825","2D",10,75,0.407902078
"826","2D",10,90,0.490771107
"827","2D",10,105,0.576112886
"828","2D",10,120,0.66065708
"829","2D",10,135,0.729675171
"830","2D",10,150,0.779935187
"831","2D",10,165,0.815308858
"832","2D",10,180,0.851411321
"833","2D",10,195,0.895465097
"834","2D",10,210,0.92060198
"835","2D",10,225,0.937497215
"836","2D",10,240,0.95007476
"837","2D",10,255,0.951019945
"838","2D",10,270,0.951094587
"839","2D",10,285,0.951274293
"840","2D",10,300,0.951568649
"841","2D",10,315,0.951651084
"842","2D",10,330,0.951667041
"843","2D",10,345,0.951764258
"844","2D",10,360,0.951893659
"845","2D",10,375,0.952455908
"846","2D",10,390,0.953821224
"847","2D",10,405,0.954686748
"848","2D",10,420,0.955159097
"849","2D",10,435,0.955282047
"850","2D",10,450,0.955282323
"851","2D",10,465,0.955282588
"852","2D",10,480,0.955302428
"853","2D",10,495,0.955463124
"854","2D",10,510,0.955557303
"855","2D",10,525,0.955624093
"856","2D",10,540,0.955624356
"857","2D",10,555,0.955624635
"858","2D",10,570,0.955624896
"859","2D",10,585,0.955625177
"860","2D",10,600,0.955625437
"861","2D",10,615,0.955652449
"862","2D",10,630,0.95576188
"863","2D",10,645,0.956008595
"864","2D",10,660,0.958091441
"865","2D",10,675,0.966077843
"866","2D",10,690,0.972839193
"867","2D",10,705,0.97580984
"868","2D",10,720,0.977780233
"869","2D",10,735,0.981340011
"870","2D",10,750,0.987666588
"871","2D",10,765,0.992227915
"872","2D",10,780,0.99466851
"873","2D",10,795,0.995711752
"874","2D",10,810,0.996950326
"875","2D",10,825,0.998545482
"876","2D",10,840,0.999017348
"877","2D",10,855,0.999516009
"878","2D",10,870,0.999995081
"879","2D",10,885,1
"880","2D",10,900,1
"881","2D",10,915,1
"882","2D",10,930,1
"883","2D",10,945,1
"884","2D",10,960,1
"885","2D",10,975,1
"886","2D",10,990,1
"887","2D",10,1005,1
"888","2D",10,1020,1
"889","2D",10,1035,1
"890","2D",10,1050,1
"891","2D",10,1065,1
"892","2D",10,1080,1
"893","2D",10,1095,1
"894","2D",10,1110,1
"895","2D",10,1125,1
"896","2D",10,1140,1
"897","2D",10,1155,1
"898","2D",10,1170,1
