"","class","no_pic","t","OTC"
"649","sparse_structure_10",8,165,1
"650","sparse_structure_10",8,180,1
"651","sparse_structure_10",8,195,1
"652","sparse_structure_10",8,210,1
"653","sparse_structure_10",8,225,1
"654","sparse_structure_10",8,240,1
"655","sparse_structure_10",8,255,1
"656","sparse_structure_10",8,270,1
"657","sparse_structure_10",8,285,1
"658","sparse_structure_10",8,300,1
"659","sparse_structure_10",8,315,1
"660","sparse_structure_10",8,330,1
"661","sparse_structure_10",8,345,1
"662","sparse_structure_10",8,360,1
"663","sparse_structure_10",8,375,1
"664","sparse_structure_10",8,390,1
"665","sparse_structure_10",8,405,1
"666","sparse_structure_10",8,420,1
"667","sparse_structure_10",8,435,1
"668","sparse_structure_10",8,450,1
"669","sparse_structure_10",8,465,1
"670","sparse_structure_10",8,480,1
"671","sparse_structure_10",8,495,1
"672","sparse_structure_10",8,510,1
"673","sparse_structure_10",8,525,1
"674","sparse_structure_10",8,540,1
"675","sparse_structure_10",8,555,1
"676","sparse_structure_10",8,570,1
"677","sparse_structure_10",8,585,1
"678","sparse_structure_10",8,600,1
"679","sparse_structure_10",8,615,1
"680","sparse_structure_10",8,630,1
"681","sparse_structure_10",8,645,1
"682","sparse_structure_10",8,660,1
"683","sparse_structure_10",8,675,1
"684","sparse_structure_10",8,690,1
"685","sparse_structure_10",8,705,1
"686","sparse_structure_10",8,720,1
"687","sparse_structure_10",8,735,1
"688","sparse_structure_10",8,750,1
"689","sparse_structure_10",8,765,1
"690","sparse_structure_10",8,780,1
"691","sparse_structure_10",8,795,1
"692","sparse_structure_10",8,810,1
"693","sparse_structure_10",8,825,1
"694","sparse_structure_10",8,840,1
"695","sparse_structure_10",8,855,1
"696","sparse_structure_10",8,870,1
"697","sparse_structure_10",8,885,1
"698","sparse_structure_10",8,900,1
"699","sparse_structure_10",8,915,1
"700","sparse_structure_10",8,930,1
"701","sparse_structure_10",8,945,1
"702","sparse_structure_10",8,960,1
"703","sparse_structure_10",8,975,1
"704","sparse_structure_10",8,990,1
"705","sparse_structure_10",8,1005,1
"706","sparse_structure_10",8,1020,1
"707","sparse_structure_10",8,1035,1
"708","sparse_structure_10",8,1050,1
"709","sparse_structure_10",8,1065,1
"710","sparse_structure_10",8,1080,1
"711","sparse_structure_10",8,1095,1
"712","sparse_structure_10",8,1110,1
"713","sparse_structure_10",8,1125,1
"714","sparse_structure_10",8,1140,1
"715","sparse_structure_10",8,1155,1
"716","sparse_structure_10",8,1170,1
"717","sparse_structure_10",8,1185,1
"718","sparse_structure_10",8,1200,1
"719","sparse_structure_10",8,1215,1
"720","sparse_structure_10",8,1230,1
"721","sparse_structure_10",8,1245,1
"722","sparse_structure_10",8,1260,1
"723","sparse_structure_10",8,1275,1
"724","sparse_structure_10",8,1290,1
"725","sparse_structure_10",8,1305,1
"726","sparse_structure_10",8,1320,1
"727","sparse_structure_10",8,1335,1
"728","sparse_structure_10",8,1350,1
"729","sparse_structure_10",9,0,0.136717568
"730","sparse_structure_10",9,15,0.421594406
"731","sparse_structure_10",9,30,0.707214732
"732","sparse_structure_10",9,45,0.923747783
"733","sparse_structure_10",9,60,0.984707142
"734","sparse_structure_10",9,75,0.996900869
"735","sparse_structure_10",9,90,0.999679467
"736","sparse_structure_10",9,105,1
"737","sparse_structure_10",9,120,1
"738","sparse_structure_10",9,135,1
"739","sparse_structure_10",9,150,1
"740","sparse_structure_10",9,165,1
"741","sparse_structure_10",9,180,1
"742","sparse_structure_10",9,195,1
"743","sparse_structure_10",9,210,1
"744","sparse_structure_10",9,225,1
"745","sparse_structure_10",9,240,1
"746","sparse_structure_10",9,255,1
"747","sparse_structure_10",9,270,1
"748","sparse_structure_10",9,285,1
"749","sparse_structure_10",9,300,1
